property_id,TagLine, ListPrice ,Bedrooms,Bathrooms,LivingArea,LotSizeSquareFeet,YearBuilt,PropertyType,OnMarketDate,StreetName,City,Lat,Lon,Company
25504,"Bo. Zarzal, Terreno en Rio Grande"," $500,000.00 ",0,0.0,0,42840,0,Land,4/5/2022,Bo. Zarzal Carr 955 KM 1.4,Rio Grande,18.367108,-65.78659,Company1
25520,"Urb. Kennedy Hills, Casa en Trujillo Alto"," $280,000.00 ",8,4.0,1940,6127,1991,Homes,5/26/2022,PR 181 Lote A-2 Calle 1 Kennedy Hills,Trujillo Alto,18.32638,-65.98625,Company1
25521,"Bo. Guasimas, Terreno en Arroyo"," $2,000,000.00 ",0,0.0,0,44215,0,Land,5/24/2022,PR 178 KM 2.6 BO. GUASIMAS,Arroyo,17.971364,-66.068612,Company1
25524,"Bo. Arenales, Solar en Isabela"," $99,000.00 ",0,0.0,0,3930,0,Land,5/5/2022,Bo Arenales Carr 4494,Isabela,18.46371942,-67.02272673,Company1
25531,"Bo. Carrizales, Terreno en Hatillo"," $4,500,000.00 ",0,0.0,0,35374,0,Land,4/18/2022,Carr Num 2 Km. 83.1 Bo. Carrizales,Hatillo,18.488285,-66.780194,Company1
25544,"Bo. Carrizales, Terreno en Hatillo"," $9,000,000.00 ",0,0.0,0,141494,0,Land,5/24/2022,Carr Num 2 Km 83.1 Bo. Carrizales (36 Cuerdas/ 34 Acre),Hatillo,18.482978,-66.780094,Company1
25545,"Bo. Carrizales, Terreno en Hatillo"," $2,200,000.00 ",0,0.0,0,54357,0,Land,5/24/2022,Carr Num 2 Km 83.1 Bo. Carrizales (11 cuerdas),Hatillo,18.480422,-66.778,Company1
25585,"Bo. Callejones, Terreno en Lares"," $49,900.00 ",0,0.0,0,1469,0,Land,5/30/2022,Bo. Callejones Carr 129 Int Km 20.9,Lares,18.33541,-66.82808,Company1
25589,"Bo. Palmas, Terreno en Cataño"," $795,000.00 ",0,0.0,0,7700,0,Land,6/3/2022,Bo Palmas Boulevard Las Palmas,Cataño,18.44689,-66.14627,Company3
25605,"Bo. Aibonito Guerrero, Finca en San Sebastian"," $250,000.00 ",0,0.0,0,31050,0,Land,6/8/2022,Carr 447 km 2.7 Bo Aibonito Guerrero,San Sebastian,18.370843,-66.95628,Company1
25616,"Bo. Carrizales, Terreno en Hatillo"," $2,300,000.00 ",0,0.0,0,30218,0,Land,6/2/2022,Bo Carrizales Finca #4842,Hatillo,18.4878175,-66.77735953,Company1
25713,"Bo. Cibao, Terrenos en San Sebastian"," $130,000.00 ",0,0.0,0,19888,0,Land,6/9/2022,Carr 451 Km 4.2 Bo Cibao Sector Abrahonda,San Sebastian,18.33004745,-66.90346295,Company1
25727,"Bo. Cedro Arriba, Solar en Naranjito"," $55,000.00 ",0,0.0,0,5400,0,Land,6/12/2022,Carr 809 Km 1.9 Barrio Cedro Arriba,Naranjito,18.2650922,-66.2617815,Company3
25743,"Cond. Aquabella, Apartamento en Humacao"," $595,000.00 ",3,3.0,2988,239,2005,Apartment,11/19/2022,Aquabella #88 Calle Amalfi,Humacao - Palmas Del Mar,18.08689584,-65.8030555,Company1
25768,"Bo. Mora, Casa en Isabela"," $590,000.00 ",8,4.0,3350,400,2001,Homes,6/7/2022,Calle Dr. Pedro Hernandez Edif 46 Bo. Mora,Isabela,18.4922334,-67.009319,Company1
25778,"Bo. Bayaney, Casa en Hatillo"," $230,000.00 ",8,3.0,2800,730,1992,Multi-Family Homes,6/14/2022,Comunidad Candelaria Barrio Bayaney Parcela 239,Hatillo,18.359709,-66.805307,Company1
25851,"Urb. Sagrado Corazón, Casa en San Juan"," $390,000.00 ",6,5.0,3225,660,1970,Homes,7/31/2022,Solar 26 Bloque K 1638 Urb SAGRADO CORAZON Bo Cupey,San Juan - Rio Piedras,18.37625475,-66.05316847,Company1
25882,"Urb. Stella, Solar en Guayanilla"," $50,000.00 ",0,0.0,0,1000,0,Land,6/14/2022,Urb Stella Calle B Solar 30,Guayanilla,18.018,-66.78,Company4
25883,"Bo. Guzman Abajo, Casa en Rio Grande"," $75,000.00 ",3,1.0,719,241,1980,Homes,5/31/2022,Solar #35 Calle 1 Bo Guzman Abajo,Rio Grande,18.37882976,-65.83119991,Company1
25994,"Urb. Reparto Metropolitano, Casa en San Juan"," $125,000.00 ",3,2.0,839,262,1964,Homes,6/20/2022,Calle 25 SE #952 Urb. Reparto Metropolitano,San Juan - Rio Piedras,18.3992,-66.0794,Company1
26013,"Bo. Montalva, Terreno en Guánica"," $125,000.00 ",0,0.0,0,2333,0,Land,5/13/2022,Barrio Montalva Solar 7 carr 116 km 17.0,Guanica,17.985815,-66.95688,Company1
26017,"Urb. Reparto Saman, Casa en Cabo Rojo"," $375,000.00 ",4,3.5,2200,630,2006,Homes,6/16/2022,Calle 19 8816 Reparto Saman,Cabo Rojo,18.01934655,-67.14229247,Company1
26077,"Urb. Ext Vista Alegre, Casa en Villalba"," $395,000.00 ",4,4.0,3100,2374,1996,Homes,6/24/2022,12862 Ext De Vista Alegre,Villalba,18.135782,-66.47962,Company1
26085,"Bo. Dulces Labios, Apartamentos Residenciales en Mayaguez"," $149,900.00 ",2,4.0,2500,109,1980,Commercial,6/25/2022,Comunidad Dulces Labios Calle Carmelo Martinez # 72,Mayaguez,18.203456,-67.146332,Company1
26088,"Bo. Bejucos, Casa en Isabela"," $297,000.00 ",6,4.0,3152,343,2002,Homes,6/24/2022,Bo Bejucos 6 Calle Jireth Pueblo,Isabela,18.4990014,-67.0199875,Company1
26107,"Cond. Ciudadela, Apartamento en San Juan"," $545,000.00 ",2,2.0,1066,99,2013,Apartment,6/3/2022,1511 Ave Ponce de Leon Cond Paseo Central 400 Ciudadela apt 443,San Juan - Santurce,18.44605617,-66.06658024,Company1
26120,"Bo. Pastos, Terreno en Aibonito"," $100,000.00 ",0,0.0,0,10455,0,Land,6/18/2022,Bo. Pastos Calle Rius Rivera,Aibonito,18.1342,-66.266273,Company1
26225,"Bo. Pueblo, Apartamentos en Guayama"," $102,500.00 ",6,4.0,2699,234,1964,Apartment,5/28/2022,Calle San Jose sector Pueblo Guayama,Guayama,17.983143,-66.116373,Company1
26310,"Bo. Pinales, Edificio de Apartamentos en Añasco"," $350,000.00 ",8,8.0,4000,886,2002,Commercial,5/10/2022,Carr 402 KM 5.0 Bo Pinales,Añasco,18.30257213,-67.16769859,Company1
26337,"Quintas De Culebra, Casa en Culebra"," $4,200,000.00 ",5,5.5,14961,4493,2012,Homes,7/5/2022,"#9 Quintas de Culebra, Calle William Font",Culebra,18.30568,-65.3103,Company1
26520,"Sector Las Croabas, Casa en Fajardo"," $995,000.00 ",4,5.0,3954,903,1997,Homes,7/14/2022,SR 987 Lot 1 Cabezas Ward Las Croabas,Fajardo,18.36461,-65.62838,Company1
26588,"Bo. Buena Vista, Casa en Humacao"," $450,000.00 ",3,2.0,2300,10219,2006,Homes,7/18/2022,Carretera 923 Km 3 Bo Buena Vista,Humacao,18.116931,-65.802805,Company1
26620,"Bo. Anones, Terreno en Las Marias"," $50,000.00 ",0,0.0,0,37837,0,Land,7/15/2022,Carr 4406 Km 3.2 Bo. Anones,Las Marias,18.250269,-67.0327874,Company1
26662,"Bo. Guatemala, Casa en San Sebastian"," $79,000.00 ",4,2.0,1123,533,1990,Homes,6/30/2022,Carr 445 Km 0.6 Bo Guatemala,San Sebastian,18.353898,-67.003,Company1
26668,"Urb. Granada Hills, Casa en Ponce"," $370,000.00 ",4,2.5,1971,2400,1977,Homes,7/6/2022,Urb Granada Hills Calle 1 5B,Ponce,18.0452,-66.6437,Company1
26682,"Bo. Pinales, Local Comercial en Añasco"," $200,000.00 ",0,2.0,2300,1500,2002,Commercial,5/10/2022,CARR 402 KM 5.0 BO PINALES,Añasco,18.30271507,-67.16707515,Company1
26789,"Bo. Rio Grande, Solar en Aguada"," $268,200.00 ",0,0.0,0,607,0,Land,7/4/2022,Bo Rio Grande Solar 5,Aguada,18.377,-67.225,Company1
26819,"Bo. Santa Cruz, Terreno en Carolina"," $1,600,000.00 ",0,0.0,0,83009,0,Land,7/27/2022,Rancho Duina Bo Santa Cruz Carr #859 Km 2.9,Carolina,18.347366,-65.938217,Company1
26835,"Bo. Miraflores, Casa en Arecibo"," $78,000.00 ",3,2.0,1200,650,2013,Homes,7/27/2022,Carr 663 Bo Miraflores,Arecibo,18.40939502,-66.63116628,Company1
26910,"Bo. Limón, Terreno en Mayaguez"," $85,000.00 ",0,0.0,0,8568,0,Land,7/6/2022,Bo Limon Carr. 105 Km hm 2.2,Mayaguez,18.194354,-67.117303,Company1
26926,"Urb. San Jose, Casa en San Juan"," $69,000.00 ",7,3.0,1523,164,1973,Multi-Family Homes,6/30/2022,Urb San Jose 255 Calle Caonilla,San Juan - Rio Piedras,18.42538228,-66.03753517,Company1
27067,"Urb. Estancias Del Verde, Solar en Rio Grande"," $84,500.00 ",0,0.0,0,1488,0,Land,8/3/2022,#71 Calle 3 Estancias del Verde,Rio Grande,18.362162,-65.821987,Company1
27090,"Urb. Caparra Terrace, Casa en San Juan"," $170,000.00 ",9,3.0,2067,238,1964,Multi-Family Homes,8/8/2022,CAPARRA TERRACE 1267 CALLE CERDEÑA,San Juan - Rio Piedras,18.40440904,-66.086479,Company1
27098,"Bo. Pueblo, Casa Corozal"," $130,000.00 ",7,3.0,1575,913,1970,Multi-Family Homes,7/21/2022,Bo Pueblo Carr 159 KM 6.2,Corozal,18.340455,-66.314521,Company1
27149,Urb. Alta Paz," $379,000.00 ",4,2.5,2450,610,2002,Homes,8/4/2022,CALLE PACIFICA,Gurabo,18.25197,-66.00535,Company3
27156,"Bo. Galateo Bajo, Terreno en Isabela"," $160,000.00 ",0,0.0,0,2675,0,Land,8/8/2022,Bo Galateo Bajo Carr 4474,Isabela,18.4660541,-66.996668,Company1
27536,"Bo. Jobos, Terreno en Guayama"," $150,000.00 ",0,0.0,0,10428,0,Land,5/5/2022,Bo. Jobos Carr 3 KM 144.9 Bo Pozo Hondo,Guayama,17.983,-66.182,Company1
27550,"Calle Arzuaga, Local Comercial en San Juan"," $360,000.00 ",10,2.5,3006,462,1952,Commercial,7/8/2022,Calle Arzuaga 212,San Juan - Rio Piedras,18.397487,-66.044935,Company1
27565,"Bo. La Caleta De Salinas, Casa en Guanica"," $319,000.00 ",3,2.0,1000,413,1985,Homes,8/12/2022,La Caleta Salinas Calle 1 709 Calle Marina,Guanica,17.9351417,-66.9543418,Company1
27576,"Bo. Ancones, Casa en Arroyo"," $280,000.00 ",3,3.0,2520,2000,2000,Homes,8/15/2022,Bo. Ancones Carr 755 Km 0.6 Solar 2,Arroyo,17.994207,-66.0483073,Company1
27605,"Cond. Aquablue, Apartamento en San Juan"," $875,000.00 ",3,2.5,2290,212,2010,Apartment,7/25/2022,Cond Aquablue at The Golden Mile Apt 2904 Ave Luis Muño Rivera #48,San Juan - Hato Rey,18.431658,-66.062524,Company3
27607,"Bo. Montalva, Terreno en Guánica"," $80,000.00 ",0,0.0,0,2693,0,Land,4/1/2022,Bo. Montalva Carr 116 KM 17.5 Lote 10,Guanica,17.978878,-66.950433,Company1
27654,"Bo. Vegas, Terreno en Cayey"," $350,000.00 ",0,0.0,0,2064,0,Land,8/6/2022,Carr 1 Km 0.4 Calle Genaro Torrent Bo Vegas,Cayey,18.1332102,-66.128724,Company1
27677,"Urb. Las Estancias, Casa en Rio Grande"," $17,000,000.00 ",6,7.0,6148,2607,2011,Homes,8/10/2022,Las Estancias #6 St. Regis Bahia Beach Resort,Rio Grande,18.41202927,-65.81923676,Company1
27687,"Bo. Beatriz, Local Comercial en Cidra"," $500,000.00 ",0,2.0,2862,802,2000,Commercial,8/12/2022,Lot 95 PR 1 KM 52.1 BO BEATRIZ,Cidra,18.1423,-66.1141,Company1
27698,"Bo. Valenciano Abajo, Terreno en Juncos"," $250,000.00 ",0,0.0,0,19651,0,Land,8/3/2022,SR 163 Km 12.0 Valenciano Abajo,Juncos,18.177269,-65.925674,Company3
27737,"Urb. Villas Del Rey, Casa en Rio Grande"," $460,000.00 ",5,5.0,2650,4000,2000,Homes,8/24/2022,Urb Villas del Rey # 24,Rio Grande,18.36354757,-65.77895061,Company3
27772,"Cond. Jardines De Valencia, Apartamento en San Juan"," $95,000.00 ",2,1.0,811,75,1973,Apartment,8/25/2022,Cond Coop Jardines de Valencia 631 Calle Pereira Leal Apt 816,San Juan - Rio Piedras,18.41088394,-66.04054631,Company1
27786,"Bo. Aguacate, Casa en Yabucoa"," $395,000.00 ",8,5.0,5795,1965,1979,Homes,8/8/2022,SR 903 Km 89.0 Int Aguacate Wd,Yabucoa,18.0957,-65.8427,Company1
27809,"Cond. Murano Luxury, Apartamento en Guaynabo"," $995,000.00 ",4,3.5,4026,374,2004,Apartment,8/29/2022,Condominio Murano Luxury Apartments apt 4A-6,Guaynabo,18.36539,-66.12739,Company1
27812,"Bo. Caguitas, Casa en Aguas Buenas"," $140,000.00 ",5,5.0,2600,319,1972,Homes,8/25/2022,Carr 156 km 51.4 Bo. Caguitas,Aguas Buenas,18.25487878,-66.09998583,Company1
27814,"Urb. Santa Marta, Casa en San German"," $163,000.00 ",7,6.0,3803,378,1970,Homes,8/17/2022,URB SANTA MARTA CALLE E-C 3,San German,18.07992529,-67.02945317,Company1
27834,"Bo. Mariana, Terreno en Humacao"," $119,000.00 ",0,0.0,0,12681,0,Land,8/29/2022,BO Mariana lote #4,Humacao,18.126,-65.859,Company1
27850,"Cond. Santa Cruz, Oficina Medica en Bayamón"," $95,000.00 ",0,1.0,764,71,1986,Commercial,7/31/2022,Ofic 402 Piso 4 Cond Medico Santa Cruz Calle Santa Cruz 73 Juan Sanchez,Bayamon,18.39701309,-66.1493168,Company1
27856,"Bo. Candelaria, Proyecto Residencial en Lajas"," $975,000.00 ",0,0.0,0,44805,0,Land,8/10/2022,Bo. Candelaria Urb Estancias Monte Bello Carr. 101 Km 6.0,Lajas,18.05210661,-67.06369604,Company1
27870,"Bo. Borinquen, Casa en Caguas"," $65,000.00 ",5,2.0,1275,376,1990,Multi-Family Homes,7/31/2022,Carr 181 Km 3 Hm 4 Solar 33 Bo Borinquen,Caguas,18.17363429,-66.05334836,Company1
28050,"Bo. Cacao Bajo, Casa en Patillas"," $49,000.00 ",3,2.0,1012,1412,1981,Homes,8/31/2022,Parcela 72 Comm Cacao Bajo Bo Cacao,Patillas,17.99157529,-66.02535539,Company1
28052,"Bo. Caimital, Terreno en Guayama"," $110,000.00 ",0,0.0,0,3885,0,Land,8/31/2022,Bo Caimital Carr 748 Km 24.0,Guayama,17.99356,-66.09686,Company1
28063,"Bo. Collores, Casa en Las Piedras"," $55,000.00 ",3,1.0,577,594,1970,Homes,8/31/2022,Parcela 220D Comm Rural la Fermina Bo Collores,Las Piedras,18.16918323,-65.84557668,Company1
28085,"Urb. San Pedro, Casa en Toa Baja"," $135,000.00 ",5,2.0,3358,312,1959,Multi-Family Homes,8/15/2022,Urb San Pedro 97 Calle Ramon Rivera Cruz,Toa Baja,18.4422665,-66.2518411,Company1
28133,"Bo. Jaguas, Casa en Ciales"," $165,000.00 ",8,5.0,2995,330,1995,Homes,5/9/2022,B 60 Calle Palmer St Bo Jaguas,Ciales,18.3332952,-66.469217,Company1
28139,"Urb. Villa del Rio, Casa en Guayanilla"," $73,000.00 ",3,2.0,1157,169,1975,Homes,8/31/2022,Solar F-22 Calle Los Peces Urbanización Villa del Rio,Guayanilla,18.01529583,-66.78522559,Company1
28175,"Bo. Minillas, Terreno en San German"," $150,000.00 ",0,0.0,0,72572,0,Land,8/24/2022,Bo Minillas Carr 329 km 2.2 Int,San German,18.059282,-66.995726,Company1
28205,"Bo. Guaraguao, Casa en Guaynabo"," $63,000.00 ",4,2.0,1608,1019,1961,Homes,8/31/2022,Parcela 32-B Comunidad Rural Lopez Cases Bo Guaraguao,Guaynabo,18.32320993,-66.1379956,Company1
28215,"Bo. Jobos, Local Comercial en Isabela"," $449,900.00 ",0,2.0,1419,707,1982,Commercial,9/9/2022,Calle 466 Km. 6.1 Jobos,Isabela,18.50629176,-67.07235471,Company2
28235,"Urb. Brisas del Mar, Casa en Luquillo"," $80,000.00 ",4,1.0,844,175,1976,Homes,9/15/2022,"Parcela #5 Bloque ""B"" Urb Brisas del Mar Barrio Sabana",Luquillo,18.3744149,-65.71988855,Company1
28245,"Cond. Mar Azul, Apartamento en Aguada"," $365,000.00 ",3,2.0,1741,161,2008,Apartment,8/31/2022,Apt # 1A-N Condominio Mar Azul Torre Norte Bo Guayabo,Aguada,18.38013412,-67.22032945,Company1
28248,"Bo. Membrillo, Terreno en Camuy"," $285,000.00 ",0,0.0,0,10189164,0,Land,9/14/2022,Bo Membrillo Calle la Ceiba #5 Carr 2,Camuy,18.46673898,-66.86595702,Company1
28254,"Bo. Vivi Arriba, Casa en Utuado"," $65,000.00 ",3,1.0,857,2500,1980,Homes,8/31/2022,Carr 605 Km 2.4 Bo Vivi Arriba del Termino Municipal,Utuado,18.23412962,-66.67858877,Company1
28279,"Bo. Negros, Casa en Corozal"," $60,000.00 ",5,2.0,1260,496,1985,Homes,8/31/2022,Lote 4 Bo Negros PR 907,Corozal,18.290209,-66.321164,Company1
28301,"Urb. Encantada, Casa en Trujillo Alto"," $695,000.00 ",4,3.5,2814,735,1998,Homes,8/15/2022,CO- 11 Corrientes Urb Encantada,Trujillo Alto,18.3557083,-65.9853046,Company1
28327,"Bo. Fortuna, Local Comercial en Luquillo"," $585,000.00 ",0,5.0,4995,683,1997,Commercial,8/28/2022,153 A Fortuna,Luquillo,18.379545,-65.743644,Company1
28387,"Bo. Sabana Hoyos, Solar en Arecibo"," $2,200,000.00 ",0,0.0,0,28259,0,Land,8/19/2022,Solar 11706 Km 62.5 SR-2 Sabana Hoyos Ward,Arecibo,18.43399067,-66.60473723,Company1
28389,"Cond. Atlantis, Apartamento en San Juan"," $990,000.00 ",2,2.0,1126,104,2014,Apartment,9/20/2022,404 Ponce de Leon Ave Atlantis Cond Apt 1804,San Juan - Hato Rey,18.4203769,-66.0564981,Company1
28457,"Bo. Roosevelt, Local Comercial en San Lorenzo"," $148,000.00 ",0,3.0,2035,119,1980,Commercial,9/3/2022,Bda Roosevelt 301 Calle B,San Lorenzo,18.19618,-65.964031,Company1
28476,"Cond. Villas del Mar Beach Resort, Apartamento en Loiza"," $195,000.00 ",2,2.0,1012,94,2005,Apartment,9/30/2022,Apt A-102 Cond Villas del Mar Beach Resort,Loiza,18.43079662,-65.84701782,Company1
28481,"Urb. Villamar, Casa en Carolina"," $850,000.00 ",4,3.0,4844,450,1969,Homes,9/26/2022,Mar de Irlanda #11 Villamar,Carolina - Isla Verde,18.4415617,-66.0298008,Company1
28482,"Bo. Candelaria, Solar en Mayaguez"," $150,000.00 ",0,0.0,0,267,0,Land,9/7/2022,Bo Candelaria Calle Guenard #3A,Mayaguez,18.20355537,-67.14022663,Company1
28483,"Bo. Algarrobo, Solar en Vega Baja"," $304,000.00 ",0,0.0,0,16654,0,Land,8/17/2022,Bo Algarrobo Solar A 2 A,Vega Baja,18.45345966,-66.41126825,Company1
28641,"Urb. Las Mercedes, Casa en Aibonito"," $250,000.00 ",4,3.0,2300,838,1997,Homes,9/21/2022,Urb Las Mercedes #25 CaIIe Las Mercedes,Aibonito,18.1445931,-66.2540555,Company1
28664,"Urb. San Benito, Solar en Humacao"," $45,000.00 ",0,0.0,0,805,0,Land,10/4/2022,K3 Calle 2 San Benito,Humacao,18.15772511,-65.81811398,Company1
28667,"Bo. Rayo, Casa en Sabana Grande"," $230,000.00 ",8,4.0,2852,900,1985,Multi-Family Homes,9/15/2022,CARR 328 BO RAYO GUARAS KM 3.8,Sabana Grande,18.05495,-66.980377,Company1
28730,"Urb. Puerto Nuevo, Casa en San Juan"," $200,000.00 ",7,3.0,3242,301,1982,Multi-Family Homes,10/5/2022,Calle 9 NE 265 Puerto Nuevo,San Juan - Hato Rey,18.41793,-66.085636,Company1
28731,"Bo. Tierras Nuevas, Casa en Manati"," $287,500.00 ",3,2.5,1779,2400,2011,Homes,10/7/2022,Bo Tierras Nuevas Sect Roca Dura Carr 685 Km 1.3,Manati,18.439403,-66.498044,Company1
28737,"Bo. Naranjo, Casa en Comerio"," $75,000.00 ",3,1.0,1040,2082,1980,Homes,9/30/2022,Solar #3 Bo Naranjo Carr 156 Km HM 36.6,Comerio,18.23566255,-66.20507011,Company1
28802,"Cond. San Rafael, Apartamento en San Juan"," $795,000.00 ",3,3.0,1610,149,1960,Apartment,10/15/2022,Cond San Rafael 561 Calle Ensenada Apt. 3A,San Juan - Condado-miramar,18.457061,-66.083282,Company3
28824,"Cond. Marbella Club, Apartamento en Humacao"," $680,000.00 ",2,2.5,1720,159,2004,Apartment,9/30/2022,Apt 425 Cond Marbella Club II Candelero Abajo,Humacao - Palmas Del Mar,18.097053,-65.790701,Company1
28843,"Bo. Cialitos, Casa en Ciales"," $143,000.00 ",3,2.0,2759,3930,1987,Homes,9/29/2022,Km 23.8 Carr 149 Bo Cialitos,Ciales,18.28832,-66.508966,Company1
28852,"Bo. Pugnado, Terreno en Vega Baja"," $50,000.00 ",0,0.0,0,2526,0,Land,10/20/2022,Carr. 643 Km 6.8 Bo Pugnado,Vega Baja,18.379542,-66.433923,Company1
28936,"Bo. Pueblo, Casa en Fajardo"," $72,000.00 ",3,2.0,908,286,1972,Homes,9/30/2022,262 CALLE IGUALDAD,Fajardo,18.32566431,-65.65994644,Company1
28957,"Bo. Pueblo, Local Comercial en Utuado"," $125,000.00 ",2,2.0,2855,203,1982,Commercial,10/19/2022,47 DR. CUETO STREET PUEBLO WARD,Utuado,18.2666,-66.7077,Company1
28979,"Urb. Lomas De Manatuabon, Solar en Manati"," $95,000.00 ",0,0.0,0,1446,0,Land,10/24/2022,Bo Rio Arriba Urb Lomas de Manatuabon,Manati,18.387223,-66.484052,Company1
29011,"Bo. Islote, Solar en Arecibo"," $575,000.00 ",0,0.0,0,7349,0,Land,10/27/2022,Km 005 Hm 9 Carr 681 Bo Islote,Arecibo,18.4874982,-66.6585823,Company1
29034,"Urb. Brighton Country Club, Townhouse en Dorado"," $450,000.00 ",3,2.5,3100,100,2007,Homes,10/23/2022,Urb. Brighton Country Club B2,Dorado,18.463502,-66.279424,Company1
29051,"Urb. Cambridge Park, Casa en San Juan"," $450,000.00 ",4,2.5,5188,482,1985,Homes,10/30/2022,Cambridge Park Calle York H-13,San Juan - Rio Piedras,18.3887603,-66.0488542,Company1
29053,"Sector El Combate, Parador en Cabo Rojo"," $1,595,000.00 ",0,10.0,6200,900,1970,Commercial,11/1/2022,Vista Del Canal #7 Sec El Combate Elliot Paradise,Cabo Rojo,17.98526,-67.21158,Company3
29094,"Bo. Hato Abajo, Local Mixto en Arecibo"," $459,000.00 ",3,2.5,5656,1368,1982,Commercial,8/4/2022,6 Antonio Marques Street Marques Dev Hato Abajo Ward,Arecibo,18.46910047,-66.73305914,Company1
29142,"Urb. Coop. De Solares Venezuela, Casa en San Juan"," $38,000.00 ",3,1.0,694,195,1975,Homes,10/31/2022,Solar 4 Manzana Q Urb Cooperativa de Solares Venezuela,San Juan - Rio Piedras,18.3927,-66.0535,Company1
29145,"Bo. Cedro Arriba, Solar en Naranjito"," $98,000.00 ",0,0.0,0,4070,0,Land,11/4/2022,Bo CEDRO ARRIBA CARR 809 km 2 HM 2 Interior,Naranjito,18.26376942,-66.26358684,Company3
29152,"Bo. Pueblo, Local Comercial en Barranquitas"," $160,000.00 ",1,1.0,2500,232,1962,Commercial,11/1/2022,Calle Barcelo 96 Pueblo,Barranquitas,18.186672,-66.307374,Company1
29166,"Bo. Bayamón, Casa en Cidra"," $415,000.00 ",5,4.5,4500,4716,2001,Homes,11/1/2022,Bo. Bayamon Solar 2 Carr 7787 Km.HM 0.3,Cidra,18.170427,-66.12246,Company3
29230,"Bo. Espinosa, Casa en Dorado"," $250,000.00 ",4,2.0,1229,999,1972,Homes,10/27/2022,Bo Espinosa Carr 2 Ramal 679 Km 23,Dorado,18.402689,-66.302594,Company1
29252,"Urb. Costa Verde, Casa en Humacao"," $1,700,000.00 ",4,3.5,4620,1035,2005,Homes,11/10/2022,Urb Costa Verde Calle Via Del Campo #9 Palmas Del Mar,Humacao - Palmas Del Mar,18.10029,-65.807241,Company1
29274,"Bo. Sabana Eneas, Casa en San Germán"," $110,000.00 ",3,1.0,1025,491,2014,Homes,10/23/2022,Comunidad Sabana Eneas Carr. 102 km 27.4,San German,18.086156,-67.082313,Company1
29328,"Bo. Palos Blancos, Casa en Corozal"," $300,000.00 ",2,2.0,1054,39303,1999,Homes,11/17/2022,Carr 803 Km 6 H 2 Bo Palos Blancos Parcela Medina,Corozal,18.2931989,-66.2948136,Company1
29340,"Bo. Dajaos, Casa en Bayamón"," $75,000.00 ",4,3.0,2000,425,1983,Multi-Family Homes,11/15/2022,Bo Dajaos Carr SR 8829 Km 4.2,Bayamon,18.3046553,-66.1747819,Company1
29343,"Bo. Arenas, Casa en Cidra"," $225,000.00 ",3,3.0,2400,418,1980,Homes,11/19/2022,Bo Arenas Sector Campo Bello Calle Arboleda Casa #1,Cidra,18.137791,-66.137375,Company1
29411,"Urb. Caparra Terrace, Local Comercial en San Juan"," $250,000.00 ",0,1.0,1052,293,1972,Commercial,11/11/2022,Urbanizacion Caparra Terrace #796 Ave De Diego,San Juan - Rio Piedras,18.4008953,-66.0864356,Company1
29448,"Urb. Nueva, Casa en Barceloneta"," $240,000.00 ",7,3.0,2690,279,1981,Multi-Family Homes,11/29/2022,Urbanizacion Nueva Calle C #69,Barceloneta,18.457761,-66.541161,Company1
29452,"Urb. Villa Del Rio, Casa en Guayanilla"," $58,500.00 ",3,2.0,889,337,1978,Homes,10/31/2022,Solar #3 Bloque B Urb Villa del Rio Sita,Guayanilla,18.017373,-66.78768,Company1
29453,"Bo. Ceiba Norte,  Casa en Juncos"," $375,000.00 ",4,3.0,1136,1011,1995,Homes,11/29/2022,Bo Ceiba Norte Lote 1,Juncos,18.20886712,-65.89551344,Company1
29463,"Cond. Sky Tower, Apartamento en San Juan"," $105,000.00 ",2,1.0,889,82,1980,Apartment,10/31/2022,Apt 20-M Condominio Sky Tower III Barrio Caimito,San Juan - Rio Piedras,18.351402,-66.067588,Company1
29466,"Bo. Aguirre, Terreno en Salinas"," $260,000.00 ",0,0.0,0,129291,0,Land,10/31/2022,Carr 3 KM 152.1 Predio de terreno Bo Aguirre,Salinas,18.0001068,-66.24102408,Company1
29467,"Urb. Las 500, Propiedad Mixta en Arroyo"," $250,000.00 ",2,4.0,1900,689,2002,Commercial,11/30/2022,COM LAS 500 CALLE MARMOL 342,Arroyo,17.98771,-66.05879,Company1
29473,"Urb. El Valle en Los Prados, Casa en Caguas"," $395,000.00 ",4,3.0,2400,438,2003,Homes,11/14/2022,Calle Bucayo M-21 El Valle en Los Prados,Caguas,18.230644,-66.064996,Company1
29475,"Bo. Vacas, Propiedad Comercial en Villalba"," $300,000.00 ",10,7.0,3000,350,1990,Commercial,11/24/2022,Bo. Vacas Carr 562 Sec Casa Grande Km Hm 3.7,Villalba,18.16357,-66.461693,Company1
29477,"Urb. Fajardo Gardens, Casa en Fajardo"," $100,000.00 ",3,2.0,710,390,1972,Homes,11/28/2022,Calle Laurel 183 Fajardo Gardens,Fajardo,18.344588,-65.661038,Company1
29485,"Urb. Paseo San Juan, Casa en Rio Piedras"," $1,325,000.00 ",6,3.5,3857,1092,1997,Homes,11/8/2022,G-29 Calle Adoquines Paseo San Juan,San Juan - Rio Piedras,18.34698,-66.0594,Company1
29487,"Urb. Hacienda Las Palmas, Casa en Manati"," $1,550,000.00 ",5,5.0,4000,2654,2004,Homes,11/26/2022,Hacienda Las Palmas #6,Manati,18.45234003,-66.48330109,Company1
