property_id,TagLine, ListPrice ,Bedrooms,Bathrooms,LivingArea,LotSizeSquareFeet,YearBuilt,PropertyType,OnMarketDate,StreetName,City,Lat,Lon,Company
31268,"Bo. Cibao, Solar en San Sebastian"," $98,000.00 ",0,0.0,0,3920,0,Land,3/11/2023,Lote AH Bo Cibao,San Sebastian,18.36293858,-66.90563136,Company1
31275,"Bo. Naranjo, Terreno en Fajardo"," $95,000.00 ",0,0.0,0,4429,0,Land,3/23/2023,Lot 7 PR 984 INT MABI SECTOR NARANJO WARD,Fajardo,18.3141875,-65.6862527,Company1
31319,"Bo. Mamey, Casa en Patillas"," $120,000.00 ",4,2.0,2000,545,1970,Multi-Family Homes,3/13/2023,Bo Mamey Carr 757 Km 7.4,Patillas,18.022737,-65.989778,Company1
31326,"Urb. Bucare, Lote en San Juan"," $500,000.00 ",0,0.0,0,893,0,Land,3/22/2023,Urb Bucare Calle Onix #22,San Juan - Rio Piedras,18.36543975,-66.08726157,Company1
31345,"Urb. Luna Llena, Solar en Trujillo Alto"," $90,000.00 ",0,0.0,0,2233,0,Land,2/2/2023,Urb Luna Llena Solar #5 Bo Carraizo,Trujillo Alto,18.32012344,-66.02433439,Company1
31349,"Cond. Torre De Los Frailes, Apartamento en Guaynabo"," $99,000.00 ",3,2.0,970,90,1980,Apartment,2/28/2023,7 - G CONDOMINIO TORRE DE LOS FRAILES,Guaynabo,18.379245,-66.09983,Company1
31357,"Bo. Algarrobo, Casa en Mayagüez"," $800,000.00 ",8,7.0,4000,2136,1946,Multi-Family Homes,3/10/2023,Bo Algarrobo Carr 104 Kmhm 03,Mayaguez,18.2074796,-67.15191906,Company1
31930,"Sec. Echegaray, Casa en Camuy"," $110,000.00 ",3,1.0,768,800,1995,Homes,3/27/2023,Carr 455 KM 3.8 Sector Echegaray,Camuy,18.37195,-66.85038,Company1
31931,"Bo. Algarrobo, Solar en Mayagüez"," $100,000.00 ",0,0.0,0,970,0,Land,3/10/2023,Bo Algarrobo Carr 104 Kmhm 3,Mayaguez,18.22055054,-67.15228134,Company1
31942,"Cond. Millenia Park, Apartamento en San Juan"," $109,000.00 ",3,1.0,665,61,1980,Apartment,2/28/2023,Apt # 201 Condominio MILLENIA PARK,San Juan - Rio Piedras,18.387794,-66.098942,Company1
31943,"Urb. Reparto El Valle, Casa en Lajas"," $79,000.00 ",2,1.0,910,344,1982,Homes,2/28/2023,"Solar #1 Bloque ""B"" Urb Reparto el Valle de Lajas Bo Sabana Yeguas",Lajas,18.040813,-67.050491,Company1
31961,"Bo. Rosa, Casa en Vega Alta"," $109,000.00 ",2,1.0,1200,535,2017,Homes,3/26/2023,Calle Faisan 73 B Barrio Sta Rosa,Vega Alta,18.43742,-66.348419,Company1
31962,"Bo. Jobos, Terreno en Isabela"," $990,000.00 ",0,0.0,0,70747,0,Land,3/25/2023,Lote A PR 459 Calle Ultramar Bo Jobos,Isabela,18.50212,-67.079587,Company3
31963,"Bo. Jobos, Terreno en Isabela"," $350,000.00 ",0,0.0,0,19652,0,Land,3/25/2023,PR 459 Calle Ultramar Lote C Bo Jobos,Isabela,18.501428,-67.079543,Company3
31966,"Urb. Alturas De Monte Brisas, Casa en Fajardo"," $99,000.00 ",4,2.0,862,393,1975,Homes,2/28/2023,Solar #13 Bloque 4-B Urb Alturas de Monte Brisas Bo Quebrada,Fajardo,18.339039,-65.655722,Company1
31973,"Bo. Palomas, Solar en Comerio"," $48,000.00 ",0,0.0,0,1582,0,Land,3/30/2023,Bo Palomas R 8809 Carr 780 KM.H.M 4.5,Comerio,18.24741745,-66.25460052,Company1
31976,"Urb. Quintas de Altamira, Solar en Juana Diaz"," $82,500.00 ",0,0.0,0,4626,0,Land,3/13/2023,Urb Quintas de Altamira C/Monte Saliente Solar #57,Juana Diaz,18.046019,-66.483864,Company1
32013,"Bo. Pueblo, Casa en Cabo Rojo"," $225,000.00 ",6,4.0,2878,339,1970,Multi-Family Homes,3/22/2023,42 Calle Ruiz Belvis Bo Pueblo,Cabo Rojo,18.0868192,-67.1476587,Company1
32016,"Cond. Arcos de Cupey, Apartamento en San Juan"," $150,000.00 ",3,2.0,1188,110,1998,Apartment,3/18/2023,650 Calle Ceciliana Condominio Arcos de Cupey APT 1404,San Juan - Rio Piedras,18.361391,-66.047914,Company1
32026,"Bo. Buenavista, Solar en Hatillo"," $100,000.00 ",0,0.0,0,1179,0,Land,3/29/2023,Solar #9 Bo Buenavista,Hatillo,18.425321,-66.791807,Company1
32037,"Bo. Membrillo, Terreno en Camuy"," $150,000.00 ",0,0.0,0,2919,0,Land,4/3/2023,Carr 485 KM 1.7 Interior Bo Membrillo,Camuy,18.487492,-66.859466,Company1
32038,Opcionada," $165,000.00 ",3,2.0,1800,300,1980,Homes,3/1/2023,CIUDAD UNIVERSITARIA CALLE 5 U-5,Trujillo Alto,18.37318,660.26285,Company1
32066,"URB. SIERRA TAINA, SOLAR EN BAYAMÓN"," $79,000.00 ",0,0.0,0,1201,0,Land,4/4/2023,URB SIERRA TAINA Solar 19-A CALLE 4,Bayamon,18.336092,-66.16113,Company1
32067,"Bo. Rio Lajas, Casa en Toa Alta"," $215,000.00 ",4,2.0,2210,5897,1980,Homes,4/5/2023,Bo Rio Lajas Sector Jazmin Carr 823 Km 2.5,Toa Alta,18.379003,-66.311124,Company1
32072,"Bo. Sabanetas, Finca en Mayaguez"," $173,000.00 ",0,0.0,0,282988,0,Land,3/1/2023,PR 341 Bo Sabanetas,Mayaguez,18.26783653,-67.16874988,Company3
32073,"Bo. Quebrada Grande, Casa en Trujillo Alto"," $310,000.00 ",3,4.0,4986,3807,1996,Homes,4/5/2023,Carr 852 Km 1.5 Bo Quebrada Grande Camino Las Vistas Lote 2,Trujillo Alto,18.330746,-65.974219,Company1
32102,"Bo. Puente De Jobos, Casa en Guayama"," $85,000.00 ",3,1.5,1100,254,1972,Homes,4/5/2023,Bo Puente de Jobos 116 Calle 6B 37,Guayama,17.956829,-66.168091,Company1
32108,"Sec. Haciendas Del Lago, Terreno en Trujillo Alto"," $169,900.00 ",0,0.0,0,7860,0,Land,4/3/2023,Haciendas Del Lago Lote #43,Trujillo Alto,18.32970356,-66.02151206,Company1
32110,"Bo. Buena Vista, Solar en Morovis"," $35,000.00 ",0,0.0,0,1000,0,Land,3/30/2023,PR 155 Ramal 6634 Bo Buena Vista Solares A y B,Morovis,18.3405157,-66.4034301,Company1
32124,"Bo. Ortiga, Local Comercial en Villalba"," $850,000.00 ",0,2.0,2850,402,1997,Commercial,3/25/2023,Carr 143 Km 39.7 Bo Ortiga,Villalba,18.17757,-66.451067,Company1
32135,"Bo. Guzman Abajo, Casa en Rio Grande"," $250,000.00 ",3,4.0,1766,7168,1987,Homes,3/30/2023,Guzman Abajo Carretera 956 Km 4.9,Rio Grande,18.345606,-65.844695,Company1
32136,"Bo. Ortiz, Casa en Toa Alta"," $200,000.00 ",3,2.5,1750,1101,2005,Homes,3/30/2023,Carr 827 km 1.9 Sector Chinea Bo Ortiz,Toa Alta,18.339826,-66.2149681,Company1
32137,"Bo. Sabana Seca, Casa en Toa Baja"," $115,000.00 ",3,2.0,950,467,1977,Homes,3/29/2023,Calle Crisantemo 92A Sabana Seca,Toa Baja,18.445935,-66.226999,Company1
32143,"Bo. Rio Lajas, Terreno en Toa Alta"," $45,000.00 ",0,0.0,0,2672,0,Land,4/6/2023,Bo Rio Lajas Terreno Sector Marzan Solar 10,Toa Alta,18.3693061,-66.31412475,Company1
32145,"Urb. Residencias Del Palmar, Terreno en Vega Alta"," $139,000.00 ",0,0.0,0,1000,0,Land,4/8/2023,Urb Residencias del Palmar Lote F Calle Tanama Cerro Gordo,Vega Alta,18.4702752,-66.3340655,Company1
32146,"Urb. Lomas Del Sol, Solar en Guaynabo"," $250,000.00 ",0,0.0,0,15238,0,Land,3/28/2023,Parcela A Camino Sylvia Lomas del Sol,Guaynabo,18.29609273,-66.08662245,Company1
32153,"Urb. La Sierra Del Rio, Casa en San Juan"," $675,000.00 ",4,2.5,2450,587,1998,Homes,4/11/2023,Urb La Sierra Del Rio Calle 1 F-3,San Juan - Rio Piedras,18.368955,-66.058745,Company1
32172,"Cond. Colinas Del Bosque, Apartamento en Bayamón"," $189,000.00 ",3,2.5,1529,142,2003,Apartment,3/31/2023,Apt A-102 Condominio Colinas del Bosque Bo Juan Sanchez,Bayamon,18.40272,-66.13094,Company1
32181,"Bo. Algarrobo, Solar en Mayaguez"," $85,000.00 ",0,0.0,0,3309,0,Land,1/19/2023,Carr 104 KM HM 1.3 Bo Algarrobo,Mayaguez,18.22618538,-67.15803759,Company1
32185,"Bo. Consumo, Propiedad Mixta en Las Marias"," $250,000.00 ",3,2.0,2200,1590,1992,Commercial,3/27/2023,Carr 106 km 14.2 Bo Consumo,Las Marias,18.20893234,-67.03256387,Company1
32188,"Urb. Villa Carolina, Casa en Carolina"," $110,000.00 ",3,1.0,776,324,1969,Homes,3/31/2023,Solar #30 Manzana 191 Urb Villa Carolina Bo Hoyo Mulas,Carolina,18.41509,-65.958863,Company1
32216,"Urb. Villa Carolina, Casa en Carolina"," $125,000.00 ",4,2.0,1597,376,1970,Homes,3/31/2023,Solar #9 Manzana 162 Urb Villa Carolina Bo Hoyo Mulas,Carolina,18.409645,-65.964826,Company1
32223,"Bo. San Idelfonso, Terreno en Coamo"," $1,100,000.00 ",0,0.0,0,232521,0,Land,3/13/2023,Carr 154 KM 1 Bo San Idelfonso,Coamo,18.032358,-66.352956,Company1
32230,"Urb. Brisas Del Mar, Casa en Luquillo"," $55,000.00 ",3,1.0,857,185,1977,Homes,3/31/2023,Parcela #16 Bloque C Urb Brisas del Mar Bo Sabana,Luquillo,18.374061,-65.720828,Company1
32233,"Cond. Garden Center, Apartamento en San Juan"," $69,000.00 ",2,1.0,482,44,1974,Apartment,3/31/2023,Apt #8 Condominio Garden Center Rio Piedras Norte,San Juan - Rio Piedras,18.401163,-66.060847,Company1
32243,"Urb. Mansiones Punta Del Este, Casa en Fajardo"," $415,000.00 ",4,2.5,2249,720,1999,Homes,4/12/2023,Urb Mansiones de Punta del Este Calle Marbella #16,Fajardo,18.3423449,-65.6707884,Company1
32253,"Urb. Mansiones Del Sur, Casa en Ponce"," $450,000.00 ",4,3.5,3800,3232,2000,Homes,3/31/2023,Lote #5 Urb Mansiones del Sur Bo Pastillo,Ponce,18.039695,-66.676898,Company1
32259,"Bo. Manantial, Casa en Vega Alta"," $55,000.00 ",3,1.0,1282,391,1982,Homes,4/14/2023,Bo. Manantial Calle Rocio # 2,Vega Alta,18.222967,-66.251495,Company1
32280,"Bo. Santiago y Lima, Casa en Naguabo"," $79,000.00 ",4,2.5,1755,802,1978,Homes,3/31/2023,Lote #21 Comunidad Rural Santiago y Lima Bo Santiago y Lima,Naguabo,18.204747,-65.709303,Company1
